n_universo, k, tiempo1,1,0.0000380
27,3,0.0000100
27,4,0.0000080
27,5,0.0000070
28,1,0.0000290
28,2,0.0000130
28,3,0.0000090
28,4,0.0000070
28,5,0.0000060
29,1,0.0000560
29,2,0.0000250
29,3,0.0000170
29,4,0.0000140
29,5,0.0000100
30,1,0.0000340
30,2,0.0000180
30,3,0.0000090
30,4,0.0000090
30,5,0.0000070
31,1,0.0000500
31,2,0.0000180
31,3,0.0000120
31,4,0.0000080
31,5,0.0000070
32,1,0.0000530
32,2,0.0000150
32,3,0.0000100
32,4,0.0000080
32,5,0.0000070
32,6,0.0000060
33,1,0.0000810
33,2,0.0000320
33,3,0.0000180
33,4,0.0000130
33,5,0.0000110
33,6,0.0000100
34,1,0.0000450
34,2,0.0000120
34,3,0.0000090
34,4,0.0000060
34,5,0.0000050
34,6,0.0000040
35,1,0.0000510
35,2,0.0000140
35,3,0.0000100
35,4,0.0000080
35,5,0.0000060
35,6,0.0000050
36,1,0.0000300
36,2,0.0000130
36,3,0.0000090
36,4,0.0000070
36,5,0.0000050
36,6,0.0000060
37,1,0.0000400
37,2,0.0000180
37,3,0.0000120
37,4,0.0000090
37,5,0.0000080
37,6,0.0000060
38,1,0.0000280
38,2,0.0000190
38,3,0.0000190
38,4,0.0000090
38,5,0.0000070
38,6,0.0000060
39,1,0.0000310
39,2,0.0000130
39,3,0.0000090
39,4,0.0000070
39,5,0.0000060
39,6,0.0000050
40,1,0.0000630
40,2,0.0000290
40,3,0.0000160
40,4,0.0000150
40,5,0.0000120
40,6,0.0000100
41,1,0.0000260
41,2,0.0000120
41,3,0.0000080
41,4,0.0000060
41,5,0.0000050
41,6,0.0000050
42,1,0.0000270
42,2,0.0000120
42,3,0.0000080
42,4,0.0000060
42,5,0.0000050
42,6,0.0000040
43,1,0.0000530
43,2,0.0000150
43,3,0.0000100
43,4,0.0000080
43,5,0.0000070
43,6,0.0000060
44,1,0.0000370
44,2,0.0000450
44,3,0.0000120
44,4,0.0000100
44,5,0.0000080
44,6,0.0000070
45,1,0.0000670
45,2,0.0000270
45,3,0.0000190
45,4,0.0000150
45,5,0.0000110
45,6,0.0000100
46,1,0.0000420
46,2,0.0000150
46,3,0.0000120
46,4,0.0000080
46,5,0.0000070
46,6,0.0000060
47,1,0.0000350
47,2,0.0000160
47,3,0.0000160
47,4,0.0000150
47,5,0.0000110
47,6,0.0000070
48,1,0.0000450
48,2,0.0000180
48,3,0.0000200
48,4,0.0000080
48,5,0.0000070
48,6,0.0000060
49,1,0.0000270
49,2,0.0000120
49,3,0.0000090
49,4,0.0000060
49,5,0.0000050
49,6,0.0000050
50,1,0.0000510
50,2,0.0000220
50,3,0.0000110
50,4,0.0000090
50,5,0.0000060
50,6,0.0000080
51,1,0.0000490
51,2,0.0000200
51,3,0.0000260
51,4,0.0000090
51,5,0.0000070
51,6,0.0000060
52,1,0.0000500
52,2,0.0000240
52,3,0.0000110
52,4,0.0000090
52,5,0.0000070
52,6,0.0000060
53,1,0.0000620
53,2,0.0000170
53,3,0.0000120
53,4,0.0000090
53,5,0.0000070
53,6,0.0000060
54,1,0.0000260
54,2,0.0000120
54,3,0.0000080
54,4,0.0000060
54,5,0.0000050
54,6,0.0000040
55,1,0.0000280
55,2,0.0000120
55,3,0.0000080
55,4,0.0000060
55,5,0.0000050
55,6,0.0000050
56,1,0.0000520
56,2,0.0000140
56,3,0.0000110
56,4,0.0000080
56,5,0.0000070
56,6,0.0000060
57,1,0.0000290
57,2,0.0000130
57,3,0.0000100
57,4,0.0000070
57,5,0.0000050
57,6,0.0000040
58,1,0.0000270
58,2,0.0000120
58,3,0.0000080
58,4,0.0000060
58,5,0.0000050
58,6,0.0000040
59,1,0.0000330
59,2,0.0000150
59,3,0.0000110
59,4,0.0000080
59,5,0.0000070
59,6,0.0000060
60,1,0.0000420
60,2,0.0000250
60,3,0.0000100
60,4,0.0000080
60,5,0.0000070
60,6,0.0000060
61,1,0.0000320
61,2,0.0000130
61,3,0.0000100
61,4,0.0000070
61,5,0.0000060
61,6,0.0000050
62,1,0.0000270
62,2,0.0000110
62,3,0.0000090
62,4,0.0000060
62,5,0.0000050
62,6,0.0000050
63,1,0.0000380
63,2,0.0000120
63,3,0.0000090
63,4,0.0000060
63,5,0.0000050
63,6,0.0000040
64,1,0.0000290
64,2,0.0000130
64,3,0.0000090
64,4,0.0000080
64,5,0.0000050
64,6,0.0000050
64,7,0.0000050
